refID	APD3	CAMP	DBAASP	dbAMP	DRAMP	LAMP2	SATPdb
fAMP0001415	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000456	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000334	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001684	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001001	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000133	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001389	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001304	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001064	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000725	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0002776	antimicrobial	NA	NA	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0000566	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001907	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002060	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000394	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001108	antimicrobial	antifungi	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002211	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001719	antimicrobial	NA	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000269	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001704	antimicrobial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0000807	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0002332	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002380	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002236	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000559	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000165	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001670	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002118	antimicrobial	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA
fAMP0001156	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001565	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000516	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000313	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000877	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001356	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000315	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial
fAMP0000701	antimicrobial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0001019	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial	NA	antimicrobial
fAMP0000174	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0000731	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0001575	antimicrobial	antibacterial	NA	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000857	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000663	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000392	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000727	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000759	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000495	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000336	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000587	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000065	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000290	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antimicrobial
fAMP0000215	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0001456	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001811	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0000109	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001182	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0000306	antimicrobial	antifungi	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0000821	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000661	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000748	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000508	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000405	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000603	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001197	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000252	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000135	antimicrobial	antimicrobial	NA	antimicrobial	antifungi	antimicrobial	antimicrobial
fAMP0000090	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000975	antimicrobial	antifungi	antifungi	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000969	antimicrobial	antifungi	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000472	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000327	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000961	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001061	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0001598	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001039	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0001738	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0003731	antimicrobial	NA	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000072	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000221	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000276	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial
fAMP0000926	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000465	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000648	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000088	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000812	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000590	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000616	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0003504	antimicrobial	NA	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000929	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000780	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000941	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000233	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000808	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000763	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000365	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antibacterial
fAMP0000537	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antibacterial
fAMP0000216	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial
fAMP0000449	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000859	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial
fAMP0000206	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000954	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000908	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000665	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000645	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000486	antimicrobial	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001314	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0000728	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000564	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0002558	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA	NA
fAMP0000900	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000412	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000867	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000237	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0003598	antimicrobial	NA	antimicrobial	antifungi	NA	NA	antimicrobial
fAMP0003785	antimicrobial	NA	antimicrobial	antifungi	NA	NA	antimicrobial
fAMP0003179	antimicrobial	NA	antimicrobial	antifungi	NA	NA	antimicrobial
fAMP0000224	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001173	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000617	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000289	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000770	antimicrobial	antibacterial	antimicrobial	antimicrobial	NA	antibacterial	antimicrobial
fAMP0000670	antimicrobial	antibacterial	antimicrobial	antimicrobial	NA	antibacterial	antimicrobial
fAMP0013793	antimicrobial	NA	NA	NA	NA	NA	NA
fAMP0000142	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial
fAMP0002106	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0000366	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0003560	antimicrobial	NA	NA	antifungi	NA	antimicrobial	antimicrobial
fAMP0000422	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001433	antimicrobial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antibacterial
fAMP0000396	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000917	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001003	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001069	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000684	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001259	antimicrobial	antibacterial	NA	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0000806	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000735	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000828	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000918	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001723	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001349	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0002555	antimicrobial	NA	NA	antifungi	NA	antimicrobial	antimicrobial
fAMP0000682	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000232	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000241	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000248	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000058	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000565	antimicrobial	NA	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0001803	antimicrobial	NA	NA	antifungi	antifungi	antimicrobial	antimicrobial
fAMP0001500	antimicrobial	NA	antifungi	antifungi	antifungi	antimicrobial	antimicrobial
fAMP0000071	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001554	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	NA
fAMP0001102	antimicrobial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0001211	antimicrobial	antibacterial	antibacterial	antimicrobial	NA	NA	antimicrobial
fAMP0002234	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	NA
fAMP0000984	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0002550	antimicrobial	NA	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000624	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0002389	antimicrobial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial	NA
fAMP0000697	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000511	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0001784	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000193	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001861	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000739	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000924	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000497	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000817	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000785	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000705	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000179	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000308	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001437	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000667	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000227	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0003694	antimicrobial	NA	antimicrobial	antifungi	NA	antimicrobial	NA
fAMP0000441	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001645	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antifungi	antimicrobial
fAMP0003297	antimicrobial	NA	NA	antifungi	NA	antimicrobial	antimicrobial
fAMP0000239	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001026	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000500	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000681	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0000694	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antibacterial
fAMP0006658	antimicrobial	NA	NA	antifungi	NA	antimicrobial	NA
fAMP0001810	antimicrobial	NA	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000145	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001474	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000809	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000319	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000249	antimicrobial	antimicrobial	NA	antimicrobial	antifungi	antimicrobial	antimicrobial
fAMP0000879	antimicrobial	antifungi	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000214	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0002470	antimicrobial	NA	antibacterial	antibacterial	NA	antimicrobial	antimicrobial
fAMP0003109	antimicrobial	NA	antimicrobial	antifungi	NA	antimicrobial	NA
fAMP0000715	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001317	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000986	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antibacterial	antimicrobial
fAMP0002341	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0004062	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	NA
fAMP0001736	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0001367	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002414	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001058	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001410	antimicrobial	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antimicrobial
fAMP0000001	antimicrobial	antibacterial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0003276	antimicrobial	NA	NA	antifungi	NA	antimicrobial	antimicrobial
fAMP0000733	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000253	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000181	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000244	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000268	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000199	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001765	antimicrobial	NA	antimicrobial	antimicrobial	NA	NA	antibacterial
fAMP0006702	antimicrobial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0001390	antimicrobial	NA	antimicrobial	antifungi	NA	antimicrobial	antimicrobial
fAMP0001453	antimicrobial	antifungi	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0003611	antimicrobial	NA	antimicrobial	antifungi	NA	antimicrobial	NA
fAMP0002983	antimicrobial	NA	antimicrobial	antifungi	NA	antimicrobial	NA
fAMP0002991	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	NA
fAMP0001313	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0001844	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0003049	antimicrobial	NA	antimicrobial	antifungi	NA	antifungi	NA
fAMP0001606	antimicrobial	antimicrobial	antibacterial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001922	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001651	antimicrobial	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	antibacterial
fAMP0000107	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0009085	antimicrobial	NA	NA	antifungi	NA	NA	NA
fAMP0001611	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0001720	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0000128	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000906	antimicrobial	antibacterial	NA	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000481	antimicrobial	antibacterial	NA	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000461	antimicrobial	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0002107	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0002039	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0001333	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial
fAMP0002405	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA
fAMP0001664	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000457	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000153	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000250	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000640	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001341	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0001000	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000971	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000331	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000374	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0001567	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antimicrobial
fAMP0001366	antimicrobial	antimicrobial	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001976	antimicrobial	NA	NA	antifungi	antifungi	antimicrobial	antimicrobial
fAMP0001800	antimicrobial	antibacterial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0002412	antimicrobial	NA	NA	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000683	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000631	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000774	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000574	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0004425	antimicrobial	NA	NA	antifungi	NA	antimicrobial	NA
fAMP0000469	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0001925	antimicrobial	antimicrobial	NA	antimicrobial	NA	antimicrobial	antimicrobial
fAMP0000553	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000874	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0005351	antimicrobial	NA	NA	antifungi	NA	antimicrobial	NA
fAMP0000240	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
